Country,ISO3,Country of Origin,ISO3 of Origin,Population type,Source,Date,Individuals
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-25,136502
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-09-01,136793
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-09-08,136886
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-11,141054
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-18,141236
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-11-24,141402
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-01,141526
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-08,141827
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-08,142686
Ethiopia,ETH,Sudan,SDN,Refugees,"UNHCR, Government",2024-12-15,142826
Ethiopia,ETH,Yemen,YEM,Refugees,"UNHCR, Government",2024-06-30,2534
Ethiopia,ETH,Yemen,YEM,Refugees,"UNHCR, Government",2024-07-31,2547
Ethiopia,ETH,Yemen,YEM,Refugees,"UNHCR, Government",2024-10-31,2602
Ethiopia,ETH,Yemen,YEM,Refugees,"UNHCR, Government",2024-11-30,2617
Ghana,GHA,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-05-31,202
Ghana,GHA,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-07-31,202
Ghana,GHA,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-08-31,200
Ghana,GHA,Chad,TCD,Refugees,"UNHCR, Government",2024-05-31,43
Ghana,GHA,Chad,TCD,Refugees,"UNHCR, Government",2024-07-31,43
Ghana,GHA,Chad,TCD,Refugees,"UNHCR, Government",2024-08-31,43
Ghana,GHA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-05-31,678
Ghana,GHA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-07-31,680
Ghana,GHA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-08-31,680
Ghana,GHA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-05-31,69
Ghana,GHA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-07-31,69
Ghana,GHA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-08-31,69
Ghana,GHA,Eritrea,ERI,Refugees,"UNHCR, Government",2024-05-31,136
Ghana,GHA,Eritrea,ERI,Refugees,"UNHCR, Government",2024-07-31,138
Ghana,GHA,Eritrea,ERI,Refugees,"UNHCR, Government",2024-08-31,138
Ghana,GHA,Liberia,LBR,Refugees,"UNHCR, Government",2024-05-31,628
Ghana,GHA,Liberia,LBR,Refugees,"UNHCR, Government",2024-07-31,629
Ghana,GHA,Liberia,LBR,Refugees,"UNHCR, Government",2024-08-31,629
Ghana,GHA,Rwanda,RWA,Refugees,"UNHCR, Government",2024-05-31,27
Ghana,GHA,Rwanda,RWA,Refugees,"UNHCR, Government",2024-07-31,27
Ghana,GHA,Rwanda,RWA,Refugees,"UNHCR, Government",2024-08-31,27
Ghana,GHA,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-05-31,86
Ghana,GHA,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-07-31,87
Ghana,GHA,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-08-31,87
Ghana,GHA,Somalia,SOM,Refugees,"UNHCR, Government",2024-05-31,99
Ghana,GHA,Somalia,SOM,Refugees,"UNHCR, Government",2024-07-31,99
Ghana,GHA,Somalia,SOM,Refugees,"UNHCR, Government",2024-08-31,94
Ghana,GHA,Sudan,SDN,Refugees,"UNHCR, Government",2024-05-31,554
Ghana,GHA,Sudan,SDN,Refugees,"UNHCR, Government",2024-07-31,554
Ghana,GHA,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-31,555
Ghana,GHA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-05-31,276
Ghana,GHA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-07-31,276
Ghana,GHA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-08-31,276
Ghana,GHA,Togo,TGO,Refugees,"UNHCR, Government",2024-05-31,3394
Ghana,GHA,Togo,TGO,Refugees,"UNHCR, Government",2024-07-31,3404
Ghana,GHA,Togo,TGO,Refugees,"UNHCR, Government",2024-09-30,3404
Ghana,GHA,Various,,Asylum-Seekers,"UNHCR, Government",2024-05-31,16950
Ghana,GHA,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,17023
Ghana,GHA,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,6240
Ghana,GHA,Various,,Asylum-Seekers,"UNHCR, Government",2024-09-30,5941
Guinea,GIN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-05-31,36
Guinea,GIN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-06-30,36
Guinea,GIN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-07-31,36
Guinea,GIN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-09-30,36
Guinea,GIN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-10-31,36
Guinea,GIN,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-11-30,36
Guinea,GIN,Congo,COG,Refugees,"UNHCR, Government",2024-05-31,11
Guinea,GIN,Congo,COG,Refugees,"UNHCR, Government",2024-06-30,11
Guinea,GIN,Congo,COG,Refugees,"UNHCR, Government",2024-07-31,11
Guinea,GIN,Congo,COG,Refugees,"UNHCR, Government",2024-09-30,11
Guinea,GIN,Congo,COG,Refugees,"UNHCR, Government",2024-10-31,11
Guinea,GIN,Congo,COG,Refugees,"UNHCR, Government",2024-11-30,11
Guinea,GIN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-05-31,22
Guinea,GIN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-06-30,22
Guinea,GIN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-07-31,22
Guinea,GIN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-09-30,22
Guinea,GIN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-10-31,22
Guinea,GIN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-11-30,22
Guinea,GIN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-05-31,54
Guinea,GIN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-06-30,54
Guinea,GIN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-07-31,54
Guinea,GIN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-09-30,54
Guinea,GIN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-10-31,54
Guinea,GIN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-11-30,54
Guinea,GIN,Liberia,LBR,Refugees,"UNHCR, Government",2024-05-31,318
Guinea,GIN,Liberia,LBR,Refugees,"UNHCR, Government",2024-06-30,318
Guinea,GIN,Liberia,LBR,Refugees,"UNHCR, Government",2024-07-31,318
Guinea,GIN,Liberia,LBR,Refugees,"UNHCR, Government",2024-09-30,318
Guinea,GIN,Liberia,LBR,Refugees,"UNHCR, Government",2024-10-31,309
Guinea,GIN,Liberia,LBR,Refugees,"UNHCR, Government",2024-11-30,309
Guinea,GIN,Mali,MLI,Refugees,"UNHCR, Government",2024-05-31,9
Guinea,GIN,Mali,MLI,Refugees,"UNHCR, Government",2024-06-30,9
Guinea,GIN,Mali,MLI,Refugees,"UNHCR, Government",2024-07-31,9
Guinea,GIN,Mali,MLI,Refugees,"UNHCR, Government",2024-09-30,9
Guinea,GIN,Mali,MLI,Refugees,"UNHCR, Government",2024-10-31,9
Guinea,GIN,Mali,MLI,Refugees,"UNHCR, Government",2024-11-30,9
Guinea,GIN,Nigeria,NGA,Refugees,"UNHCR, Government",2024-05-31,10
Guinea,GIN,Nigeria,NGA,Refugees,"UNHCR, Government",2024-06-30,10
Guinea,GIN,Nigeria,NGA,Refugees,"UNHCR, Government",2024-07-31,10
Guinea,GIN,Nigeria,NGA,Refugees,"UNHCR, Government",2024-09-30,10
Guinea,GIN,Nigeria,NGA,Refugees,"UNHCR, Government",2024-10-31,10
Guinea,GIN,Nigeria,NGA,Refugees,"UNHCR, Government",2024-11-30,10
Guinea,GIN,Rwanda,RWA,Refugees,"UNHCR, Government",2024-05-31,10
Guinea,GIN,Rwanda,RWA,Refugees,"UNHCR, Government",2024-06-30,10
Guinea,GIN,Rwanda,RWA,Refugees,"UNHCR, Government",2024-07-31,10
Guinea,GIN,Rwanda,RWA,Refugees,"UNHCR, Government",2024-09-30,10
Guinea,GIN,Rwanda,RWA,Refugees,"UNHCR, Government",2024-10-31,10
Guinea,GIN,Rwanda,RWA,Refugees,"UNHCR, Government",2024-11-30,10
Guinea,GIN,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-05-31,1650
Guinea,GIN,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-06-30,1650
Guinea,GIN,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-07-31,1650
Guinea,GIN,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-09-30,1650
Guinea,GIN,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-10-31,1650
Guinea,GIN,Sierra Leone,SLE,Refugees,"UNHCR, Government",2024-11-30,1650
Guinea,GIN,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-05-31,14
Guinea,GIN,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-06-30,14
Guinea,GIN,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-07-31,14
Guinea,GIN,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-09-30,14
Guinea,GIN,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-10-31,14
Guinea,GIN,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",2024-11-30,14
Guinea,GIN,Various,,Asylum-Seekers,"UNHCR, Government",2024-05-31,110
Guinea,GIN,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,110
Guinea,GIN,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,110
Guinea,GIN,Various,,Asylum-Seekers,"UNHCR, Government",2024-09-30,110
Guinea,GIN,Various,,Asylum-Seekers,"UNHCR, Government",2024-10-31,173
Guinea,GIN,Various,,Asylum-Seekers,"UNHCR, Government",2024-11-30,173
Gambia,GMB,Côte d'Ivoire,CIV,Refugees,"Government, UNHCR",2023-02-28,0
Gambia,GMB,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",2024-05-31,52
Gambia,GMB,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",2024-06-30,53
Gambia,GMB,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",2024-07-31,53
Gambia,GMB,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",2024-10-31,54
Gambia,GMB,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",2024-11-30,55
Gambia,GMB,Senegal,SEN,Refugees,"Government, UNHCR",2024-05-31,3664
Gambia,GMB,Senegal,SEN,Refugees,"Government, UNHCR",2024-06-30,3661
Gambia,GMB,Senegal,SEN,Refugees,"Government, UNHCR",2024-07-31,3628
Gambia,GMB,Senegal,SEN,Refugees,"Government, UNHCR",2024-09-30,3676
Gambia,GMB,Senegal,SEN,Refugees,"Government, UNHCR",2024-10-31,3680
Gambia,GMB,Senegal,SEN,Refugees,"Government, UNHCR",2024-11-30,3717
Gambia,GMB,Sierra Leone,SLE,Refugees,"Government, UNHCR",2024-05-31,99
Gambia,GMB,Sierra Leone,SLE,Refugees,"Government, UNHCR",2024-06-30,99
Gambia,GMB,Sierra Leone,SLE,Refugees,"Government, UNHCR",2024-07-31,100
Gambia,GMB,Sierra Leone,SLE,Refugees,"Government, UNHCR",2024-09-30,100
Gambia,GMB,Sierra Leone,SLE,Refugees,"Government, UNHCR",2024-10-31,100
Gambia,GMB,Sierra Leone,SLE,Refugees,"Government, UNHCR",2024-11-30,100
Gambia,GMB,Various,,Asylum-Seekers,"Government, UNHCR",2024-05-31,488
Gambia,GMB,Various,,Asylum-Seekers,"Government, UNHCR",2024-06-30,497
Gambia,GMB,Various,,Asylum-Seekers,"Government, UNHCR",2024-07-31,501
Gambia,GMB,Various,,Asylum-Seekers,"Government, UNHCR",2024-09-30,533
Gambia,GMB,Various,,Asylum-Seekers,"Government, UNHCR",2024-10-31,548
Gambia,GMB,Various,,Asylum-Seekers,"Government, UNHCR",2024-11-30,544
Guinea-Bissau,GNB,Senegal,SEN,Refugees,"UNHCR, Government",2022-07-31,0
Guinea-Bissau,GNB,Various,,Asylum-Seekers,"UNHCR, Government",2024-05-31,69
Guinea-Bissau,GNB,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,69
Guinea-Bissau,GNB,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,69
Guinea-Bissau,GNB,Various,,Asylum-Seekers,"UNHCR, Government",2024-09-30,69
Guinea-Bissau,GNB,Various,,Asylum-Seekers,"UNHCR, Government",2024-10-31,69
Guinea-Bissau,GNB,Various,,Asylum-Seekers,"UNHCR, Government",2024-11-30,69
Kenya,KEN,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-06-30,32141
Kenya,KEN,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-07-31,32324
Kenya,KEN,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-08-31,32149
Kenya,KEN,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-09-30,39375
Kenya,KEN,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-10-31,32331
Kenya,KEN,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",2024-11-30,32556
Kenya,KEN,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-06-30,60947
Kenya,KEN,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-07-31,61295
Kenya,KEN,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-08-31,61762
Kenya,KEN,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-09-30,319338
Kenya,KEN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-10-31,62637
Kenya,KEN,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",2024-11-30,62970
Kenya,KEN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-11-30,62970
Kenya,KEN,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",2021-02-28,0
Kenya,KEN,Eritrea,ERI,Refugees,"UNHCR, Government",2021-02-28,0
Kenya,KEN,Ethiopia,ETH,Refugees,"UNHCR, Government",2024-06-30,39565
Kenya,KEN,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",2024-06-30,39565
Kenya,KEN,Ethiopia,ETH,Refugees,"UNHCR, Government",2024-07-31,39958
Kenya,KEN,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",2024-08-31,40450
Kenya,KEN,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",2024-09-30,34334
Kenya,KEN,Ethiopia,ETH,Refugees,"UNHCR, Government",2024-10-31,41321
Kenya,KEN,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",2024-11-30,41872
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",2024-06-30,7994
Kenya,KEN,Others,,Refugees,"UNHCR, Government",2024-06-30,7994
Kenya,KEN,Others,,Refugees,"UNHCR, Government",2024-07-31,8133
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",2024-07-31,8133
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",2024-08-31,8210
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",2024-09-30,8326
Kenya,KEN,Others,,Refugees,"UNHCR, Government",2024-10-31,8359
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",2024-10-31,8359
Kenya,KEN,Others,,Refugees,"UNHCR, Government",2024-11-30,8543
Kenya,KEN,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",2021-02-28,0
Kenya,KEN,Rwanda,RWA,Refugees,"UNHCR, Government",2021-02-28,0
Kenya,KEN,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2024-06-30,435183
Kenya,KEN,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2024-07-31,437609
Kenya,KEN,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",2024-08-31,448750
Kenya,KEN,Somalia,SOM,Refugees,"UNHCR, Government",2024-09-30,197218
Kenya,KEN,Somalia,SOM,Refugees,"UNHCR, Government",2024-10-31,461028
Kenya,KEN,Somalia,SOM,Refugees,"UNHCR, Government",2024-11-30,465631
Kenya,KEN,South Sudan,SSD,Asylum-Seekers,"UNHCR, Government",2024-06-30,185813
Kenya,KEN,South Sudan,SSD,Asylum-Seekers,"UNHCR, Government",2024-07-31,187444
Kenya,KEN,South Sudan,SSD,Refugees,"UNHCR, Government",2024-08-31,188971
Kenya,KEN,South Sudan,SSD,Asylum-Seekers,"UNHCR, Government",2024-09-30,189987
Kenya,KEN,South Sudan,SSD,Refugees,"UNHCR, Government",2024-10-31,191230
Kenya,KEN,South Sudan,SSD,Refugees,"UNHCR, Government",2024-11-30,192080
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-06-30,11678
Kenya,KEN,Sudan,SDN,Refugees,"UNHCR, Government",2024-06-30,11678
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-07-31,11824
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-08-31,11913
Kenya,KEN,Sudan,SDN,Refugees,"UNHCR, Government",2024-08-31,11913
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-09-30,11985
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-10-31,12014
Kenya,KEN,Sudan,SDN,Refugees,"UNHCR, Government",2024-10-31,12014
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",2024-11-30,12026
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",2024-06-30,4033
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",2024-07-31,3881
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",2024-08-31,3928
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",2024-09-30,3932
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",2024-10-31,3990
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",2024-11-30,4008
Liberia,LBR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-05-31,1517
Liberia,LBR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-07-31,1517
Liberia,LBR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-09-30,1517
Liberia,LBR,Sierra Leone,SLE,Refugees,"UNHCR, Government",2020-06-30,0
Liberia,LBR,Various,,Refugees,"UNHCR, Government",2024-05-31,313
Liberia,LBR,Various,,Refugees,"UNHCR, Government",2024-07-31,313
Liberia,LBR,Various,,Refugees,"UNHCR, Government",2024-09-30,327
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-06-30,56043
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-07-31,55364
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-08-31,71174
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-09-30,82590
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-10-30,82618
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",2024-11-30,85940
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-06-30,1321
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-07-31,1098
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-08-31,1326
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-09-30,1336
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-10-30,1355
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",2024-11-30,1376
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",2024-06-30,54
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",2024-07-31,25
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",2024-08-31,54
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",2024-09-30,54
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",2024-10-30,54
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",2024-11-30,54
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-06-30,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-07-31,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-08-31,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-09-30,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-10-30,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-11-30,0
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-06-30,288
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-07-31,164
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-08-31,294
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-09-30,294
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-10-30,296
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-11-30,296
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",2024-06-30,14984
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",2024-07-31,12769
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",2024-08-31,14986
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",2024-09-30,14988
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",2024-10-30,14991
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",2024-11-30,15002
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",2024-06-30,22578
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",2024-07-31,23183
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",2024-08-01,23183
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",2024-08-31,23468
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",2024-09-30,23553
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",2024-10-30,23553
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",2024-11-30,24989
Mali,MLI,Others,,Refugees,"UNHCR, Government",2024-06-30,177
Mali,MLI,Others,,Refugees,"UNHCR, Government",2024-07-31,151
Mali,MLI,Others,,Refugees,"UNHCR, Government",2024-08-31,177
Mali,MLI,Others,,Refugees,"UNHCR, Government",2024-09-30,177
Mali,MLI,Others,,Refugees,"UNHCR, Government",2024-10-30,177
Mali,MLI,Others,,Refugees,"UNHCR, Government",2024-11-30,181
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",2024-06-30,233
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",2024-07-31,229
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",2024-08-31,251
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",2024-09-30,287
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",2024-10-30,295
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",2024-10-30,294
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",2024-11-30,296
Mozambique,MOZ,Burundi,BDI,Refugees,"UNHCR, Government",2024-05-31,8420
Mozambique,MOZ,Burundi,BDI,Refugees,"UNHCR, Government",2024-06-30,8557
Mozambique,MOZ,Burundi,BDI,Refugees,"UNHCR, Government",2024-09-30,8565
Mozambique,MOZ,Burundi,BDI,Refugees,"UNHCR, Government",2024-10-31,8452
Mozambique,MOZ,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-05-31,396
Mozambique,MOZ,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-06-30,404
Mozambique,MOZ,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-09-30,428
Mozambique,MOZ,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",2024-10-31,426
Mozambique,MOZ,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-05-31,9492
Mozambique,MOZ,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-06-30,9509
Mozambique,MOZ,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-09-30,9480
Mozambique,MOZ,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",2024-10-31,9269
Mozambique,MOZ,Others,,Refugees,"UNHCR, Government",2024-05-31,163
Mozambique,MOZ,Others,,Refugees,"UNHCR, Government",2024-06-30,164
Mozambique,MOZ,Others,,Refugees,"UNHCR, Government",2024-09-30,163
Mozambique,MOZ,Others,,Refugees,"UNHCR, Government",2024-10-31,162
Mozambique,MOZ,Rwanda,RWA,Refugees,"UNHCR, Government",2024-05-31,3440
Mozambique,MOZ,Rwanda,RWA,Refugees,"UNHCR, Government",2024-06-30,3502
Mozambique,MOZ,Rwanda,RWA,Refugees,"UNHCR, Government",2024-09-30,3503
Mozambique,MOZ,Rwanda,RWA,Refugees,"UNHCR, Government",2024-10-31,3501
Mozambique,MOZ,Somalia,SOM,Refugees,"UNHCR, Government",2024-05-31,2096
Mozambique,MOZ,Somalia,SOM,Refugees,"UNHCR, Government",2024-06-30,2162
Mozambique,MOZ,Somalia,SOM,Refugees,"UNHCR, Government",2024-09-30,2162
Mozambique,MOZ,Somalia,SOM,Refugees,"UNHCR, Government",2024-10-31,2164
Malawi,MWI,Burundi,BDI,Refugees,"UNHCR, Government",2024-05-31,11821
Malawi,MWI,Burundi,BDI,Refugees,"UNHCR, Government",2024-06-30,11913
Malawi,MWI,Burundi,BDI,Refugees,"UNHCR, Government",2024-09-30,12204
Malawi,MWI,Burundi,BDI,Refugees,"UNHCR, Government",2024-10-31,12291
Malawi,MWI,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",2024-05-31,35
Malawi,MWI,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",2024-06-30,35
Malawi,MWI,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",2024-09-30,35
Malawi,MWI,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",2024-10-31,35
Malawi,MWI,Others,,Refugees,"UNHCR, Government",2024-05-31,35448
Malawi,MWI,Others,,Refugees,"UNHCR, Government",2024-06-30,35642
Malawi,MWI,Others,,Refugees,"UNHCR, Government",2024-09-30,36611
Malawi,MWI,Others,,Refugees,"UNHCR, Government",2024-10-31,36867
Malawi,MWI,Rwanda,RWA,Refugees,"UNHCR, Government",2024-05-31,6836
